Artist Name,Album Name,Review Score,Genre,Date Published,Written By
BlocBoy JB ,Simi,7.7,Rap,2018-05-10,Paul A. Thompson
Ben LaMar Gay,Downtown Castles Can Never Block the Sun,7.9,Jazz,2018-05-10,Andy Beta
Amber Mark,Conexão EP,8.0,Pop/R&B,2018-05-09,Jamieson Cox
Horse Feathers,Appreciation,7.1,Rock,2018-05-09,Max Savage Levenson
Desiigner,L.O.D. EP,4.6,Rap,2018-05-09,Torii MacAdams
YoungBoy Never Broke Again,Until Death Call My Name,6.9,Rap,2018-05-09,Sheldon Pearce
Rae Sremmurd,SR3MM ,8.1,Rap,2018-05-08,Sheldon Pearce
Belly,DOVE,7.2,Rock,2018-05-08,Alfred Soto
Jacques Greene,Mixtape,6.9,Electronic,2018-05-08,Megan Buerger
Leon Bridges,Good Thing,7.2,Pop/R&B,2018-05-08,Olivia Horn 
Iceage,Beyondless,8.6,Rock,2018-05-07,Jenn Pelly
Brian Eno,Music for Installations,8.0,Experimental,2018-05-07,Jesse Jarnow
Paul White,Rejuvenate,7.9,ExperimentalRapRock,2018-05-07,Jonah Bromwich
Joe Armon-Jones,Starting Today,7.5,Jazz,2018-05-07,Phillip Mlynar
Public Image Ltd,The Flowers of Romance,9.3,Rock,2018-05-06,Vivien Goldman
Venetian SnaresDaniel Lanois,Venetian Snares x Daniel Lanois,6.9,ElectronicRock,2018-05-05,Andy Beta
Middle Kids,Lost Friends,6.8,Rock,2018-05-05,Stuart Berman
Le1f,Blue Dream EP,6.9,Rap,2018-05-05,Cameron Cook
Domenico Lancellotti,The Good Is a Big God,7.5,GlobalJazz,2018-05-05,Marty Sartini Garner
DJ Koze,Knock Knock,8.8,Electronic,2018-05-04,Mark Richardson
Eleanor Friedberger,Rebound,8.1,Rock,2018-05-04,Jonah Bromwich
Cuco,Chiquito EP,7.4,Pop/R&B,2018-05-04,Evan Rytlewski
Lucrecia Dalt,Anticlines,8.0,Experimental,2018-05-04,Philip Sherburne
Chris Reimer,Hello People,7.5,Rock,2018-05-04,Stuart Berman
Post Malone,Beerbongs & Bentleys,5.6,Rap,2018-05-03,Evan Rytlewski
Charge It to the Game,House With a Pool,6.8,Rap,2018-05-03,Mike Madden
Poo Bear,Poo Bear Presents: Bearthday Music,4.6,Pop/R&B,2018-05-03,Katherine St. Asaph
Cut Worms ,Hollow Ground,7.2,Rock,2018-05-03,Nina Corcoran
Liz Phair,Girly-Sound to Guyville: The 25th Anniversary Box Set,10.0,Rock,2018-05-02,Amanda Petrusich
Duppy Gun,Miro Tape,7.4,Experimental,2018-05-02,Thea Ballard
DJ Healer,Nothing 2 Loose,8.2,Electronic,2018-05-02,Drew Gaerig
Tove Styrke,Sway,7.5,Pop/R&B,2018-05-02,Margaret Farrell
Janelle Monáe,Dirty Computer,7.7,Pop/R&B,2018-05-01,Rahawa Haile
The Armed,Only Love,8.1,Rock,2018-05-01,Brandon Stosuy
Buzzy Lee,Facepaint EP,6.6,Pop/R&B,2018-05-01,Jay Balfour
Minami Deutsch,With Dim Light,7.0,Rock,2018-05-01,Patrick St. Michel
Grouper,Grid of Points,7.8,Experimental,2018-04-30,Meaghan Garvey
Elysia Crampton,Elysia Crampton,7.6,Experimental,2018-04-30,Sasha Geffen
Van MorrisonJoey DeFrancesco,You’re Driving Me Crazy,7.0,RockJazz,2018-04-30,Stephen Thomas Erlewine
Wata Igarashi,Question and Answer EP,7.5,Electronic,2018-04-30,Andy Beta
Built to Spill,Perfect From Now On,9.2,Rock,2018-04-29,Steve Kandell
Captain Beefheart and His Magic Band,Trout Mask Replica,10.0,Experimental,2018-04-28,Marc Masters
Del the Funky HomosapienAmp Live ,Gate 13,7.4,Rap,2018-04-28,Phillip Mlynar
Nines,Crop Circle,7.5,Rap,2018-04-28,Ciaran Thapar
Steven Julien,Bloodline,7.1,Electronic,2018-04-28,Ben Cardew
Forth Wanderers,Forth Wanderers,7.7,Rock,2018-04-27,Kevin Lozano
Speedy Ortiz,Twerp Verse,7.4,Rock,2018-04-27,Alfred Soto
Dylan Carlson,Conquistador,6.7,Metal,2018-04-27,Grayson Haver Currin
PeeWee Longway,Spaghetti Factory,6.7,Rap,2018-04-27,Torii MacAdams
DJ Bone,A Piece of Beyond,7.1,Electronic,2018-04-27,Chal Ravens
Sleep,The Sciences,8.4,Metal,2018-04-26,Grayson Haver Currin
Ashley Monroe,Sparrow,7.7,Folk/Country,2018-04-26,Stephen M. Deusner
Smoke DZA,Not for Sale,7.3,Rap,2018-04-26,Sheldon Pearce
The Caretaker,Everywhere at the End of Time - Stage 4,7.9,Electronic,2018-04-26,Miles Bowe
Half Waif,Lavender,7.8,Pop/R&B,2018-04-25,Sasha Geffen
StingShaggy,44/876,4.8,RockPop/R&B,2018-04-25,Evan Rytlewski
Kimbra,Primal Heart,5.9,Pop/R&B,2018-04-25,Eve Barlow
Gang of Four,Complicit EP,5.7,Rock,2018-04-25,Brad Shoup
J. Cole,KOD,6.3,Rap,2018-04-24,Jonah Bromwich
Panopticon,The Scars of Man on the Once Nameless Wilderness (I and II),7.3,Metal,2018-04-24,Zoe Camp
Ras G & the Afrikan Space Program,Stargate Music,6.7,Electronic,2018-04-24,Andy Beta
Denmark Vessey,Sun Go Nova,6.4,Rap,2018-04-24,Stephen Kearse
A Perfect Circle,Eat the Elephant,4.9,Rock,2018-04-23,Zoe Camp
DRINKS,Hippo Lite,8.0,Rock,2018-04-23,Jenn Pelly
Ricky Eat Acid,"am i happy, singing_",7.9,Electronic,2018-04-23,Madison Bloom
Yazan,Hahaha,6.8,Rock,2018-04-23,Nina Corcoran
Jonathan Richman,"I, Jonathan",8.7,Rock,2018-04-22,Marc Hogan
The National,Boxer (Live in Brussels),6.0,Rock,2018-04-21,Ian Cohen
SmokepurppMurda Beatz,Bless Yo Trap,4.8,Rap,2018-04-21,Sheldon Pearce
Shuggie Otis,Inter-Fusion,4.6,Rock,2018-04-21,Robert Ham
Post Animal,When I Think of You in a Castle,6.9,Rock,2018-04-21,Larry Fitzmaurice
John Maus,Addendum,7.4,ExperimentalRock,2018-04-20,Evan Rytlewski
Alexis Taylor,Beautiful Thing,6.8,Electronic,2018-04-20,Jesse Dorris
International Harvester,Remains,8.4,Rock,2018-04-20,Marc Masters
"nothing,nowhere.",ruiner,5.6,Rap,2018-04-20,Austin Brown
Various Artists,BC35: The 35 Year Anniversary of BC Studio,7.3,Not found,2018-04-20,Dale W Eisinger
Tinashe,Joyride,6.8,Pop/R&B,2018-04-19,Eric Torres
Robert GlasperKaytranada,The ArtScience Remixes EP,6.7,JazzPop/R&B,2018-04-19,Dean Van Nguyen
Littlebabyangel,Gada,7.3,Pop/R&B,2018-04-19,Max Mertens
Lena Willikens,Selectors 005,7.8,Electronic,2018-04-19,Philip Sherburne
Mouse on Mars,Dimensional People,7.6,Electronic,2018-04-18,Mark Richardson
Princess Nokia,A Girl Cried Red,5.9,Rap,2018-04-18,Melissa Giannini
Ross From Friends,Aphelion EP,7.1,Electronic,2018-04-18,Ezra Marcus
Daniel Avery,Song for Alpha,6.7,Electronic,2018-04-18,Patric Fallon
Neil Young,Roxy - Tonight’s the Night Live,8.3,Rock,2018-04-17,Erin Osmon
War On Women,Capture the Flag,7.6,Rock,2018-04-17,Jenn Pelly
Sarah Davachi,Let Night Come on Bells End the Day,7.5,Electronic,2018-04-17,Chal Ravens
GUM,The Underdog,7.2,Rock,2018-04-17,Stuart Berman
Mr. Fingers,Cerebral Hemispheres,7.4,Electronic,2018-04-16,Philip Sherburne
King Tuff,The Other,6.5,Rock,2018-04-16,Stuart Berman
µ-Ziq,Challenge Me Foolish,5.8,Electronic,2018-04-16,Andy Beta
Florentino ,Fragmentos EP,7.3,Electronic,2018-04-16,Whitney  Wei
Eminem,The Marshall Mathers LP,9.4,Rap,2018-04-15,Jeremy D. Larson
Various Artists,Johnny Cash: Forever Words,7.0,Not found,2018-04-14,Rebecca Bengal
Anna & Elizabeth,The Invisible Comes to Us,7.2,Experimental,2018-04-14,Stephen M. Deusner
Kwes,Songs for Midi EP,7.5,Experimental,2018-04-14,Philip Sherburne
E-40B-Legit,Connected and Respected,6.7,Rap,2018-04-14,Torii MacAdams
John Prine,Tree of Forgiveness,7.6,Folk/Country,2018-04-13,Kaleb Horton
A Place to Bury Strangers,Pinned,5.3,Rock,2018-04-13,Sasha Geffen
Various Artists,Universal Love: Wedding Songs Reimagined EP,6.4,Not found,2018-04-13,Abigail Covington
Françoise Hardy,Personne d’autre,6.5,Pop/R&B,2018-04-13,Jazz Monroe
Eels,The Deconstruction,3.0,Rock,2018-04-13,Ian Cohen
Saba,CARE FOR ME,8.7,Rap,2018-04-12,Sheldon Pearce
Cavalier,Private Stock,7.5,Rap,2018-04-12,Paul A. Thompson
Husalah,H,7.2,Rap,2018-04-12,Jay Balfour
Say Sue Me ,Where We Were Together,6.8,Rock,2018-04-12,Steven Arroyo
Kali Uchis,Isolation,8.6,Pop/R&B,2018-04-11,Julianne Escobedo Shepherd
Lil Xan,Total Xanarchy,4.7,Rap,2018-04-11,Meaghan Garvey
Mind Over Mirrors,Bellowing Sun,8.0,Experimental,2018-04-11,Grayson Haver Currin
Tom Misch,Geography,6.5,Not found,2018-04-11,Jonah Bromwich
Cardi B,Invasion of Privacy,8.7,Rap,2018-04-10,Sheldon Pearce
Flatbush Zombies,Vacation in Hell,7.1,Rap,2018-04-10,Stephen Kearse
Makeness,Loud Patterns,7.2,Electronic,2018-04-10,Stuart Berman
Project Pablo,There’s Always More at the Store EP,6.7,Electronic,2018-04-10,Andy Beta
Unknown Mortal Orchestra,Sex & Food,7.0,Rock,2018-04-09,Jazz Monroe
Glasser,Sextape,7.8,Electronic,2018-04-09,Sasha Geffen
Rich the Kid,The World Is Yours,6.6,Rap,2018-04-09,Frankie Caracciolo
Goat Girl ,Goat Girl,7.5,Rock,2018-04-09,Eve Barlow
Johnny Cash,American Recordings,8.2,Folk/Country,2018-04-08,Kaleb Horton
Dr. Octagon,Moosebumps: An Exploration Into Modern Day Horripilation,6.7,Rap,2018-04-07,Ben Cardew
Zeke,Hellbender,7.7,Rock,2018-04-07,Andy O'Connor
Tink,Pain & Pleasure EP,6.3,Pop/R&B,2018-04-07,Claire Lobenfeld
Paul de Jong,You Fucken Sucker,5.5,Experimental,2018-04-07,Daniel Martin-McCormick
Hop Along,"Bark Your Head Off, Dog",8.0,Rock,2018-04-06,Jayson Greene
The Wonder Years,Sister Cities,7.1,Rock,2018-04-06,Luke O'Neil
Wye Oak,"The Louder I Call, the Faster It Runs",8.0,Rock,2018-04-06,Brad Shoup
Hinds,I Don’t Run,7.4,Rock,2018-04-06,Stuart Berman
Kylie Minogue,Golden,5.4,Pop/R&B,2018-04-06,Ben Cardew
The Voidz,Virtue,6.9,Rock,2018-04-05,Stuart Berman
Chris Carter,Chris Carter’s Chemistry Lessons Volume One,8.0,Electronic,2018-04-05,Jesse Dorris
Empath,Liberating Guilt and Fear,8.1,Rock,2018-04-05,Judy Berman
Lil Durk,Just Cause Y’all Waited,7.3,Rap,2018-04-05,Dean Van Nguyen
Jean GraeQuelle Chris,Everything’s Fine,8.4,Rap,2018-04-04,Sheldon Pearce
Daphne & Celeste,Daphne & Celeste Save The World,7.0,Pop/R&B,2018-04-04,Cameron Cook
Various Artists,NON Worldwide Compilation Trilogy Volume 2: Part 1,7.4,Not found,2018-04-04,Max Mertens
The Shacks,Haze,6.1,Rock,2018-04-04,Margaret Farrell
The Weeknd,"My Dear Melancholy,",6.5,Pop/R&B,2018-04-03,Larry Fitzmaurice
Various Artists,Uneven Paths: Deviant Pop From Europe 1980-1991,7.2,Not found,2018-04-03,Andy Beta
Lindi Ortega,Liberty,7.4,Folk/Country,2018-04-03,Stephen M. Deusner
Warm Bodies,Warm Bodies,7.7,Rock,2018-04-03,Evan Minsker
Kacey Musgraves,Golden Hour,8.7,Folk/Country,2018-04-02,Sam Sodomsky
Sevdaliza,The Calling EP,7.0,Pop/R&B,2018-04-02,Katherine St. Asaph
Hayley Kiyoko,Expectations,6.0,Pop/R&B,2018-04-02,Laura Snapes
CzarfaceMF DOOM,Czarface Meets Metal Face,6.4,Rap,2018-04-02,Mehan Jayasuriya
Neneh Cherry,Raw Like Sushi,8.0,Pop/R&B,2018-04-01,Maura Johnston
The Cars,Shake It Up,6.9,Rock,2018-03-31,Alfred Soto
No JoySonic Boom,No Joy / Sonic Boom EP,5.8,RockElectronic,2018-03-31,Nina Corcoran
The Messthetics,The Messthetics,7.4,Rock,2018-03-31,Stuart Berman
Entourage,"Ceremony of Dreams: Studio Sessions & Outtakes, 1972-1977",7.6,Experimental,2018-03-31,Grayson Haver Currin
Amen Dunes,Freedom,8.6,Rock,2018-03-30,Sam Sodomsky
Stars of the Lid,Gravitational Pull vs. the Desire for an Aquatic Life,7.7,Electronic,2018-03-30,Andy Beta
Sons of Kemet,Your Queen Is a Reptile,7.6,Jazz,2018-03-30,Madison Bloom
SAINt JHN,Collection 1,6.9,Rap,2018-03-30,Briana Younger
Mary Halvorson,Code Girl,8.1,Jazz,2018-03-30,Seth Colter Walls
Frankie Cosmos,Vessel,7.8,Rock,2018-03-29,Jenn Pelly
Toni Braxton,Sex & Cigarettes,6.8,Pop/R&B,2018-03-29,Claire Lobenfeld
Oklou,The Rite of May EP,6.7,Pop/R&B,2018-03-29,Jamieson Cox
Don Q,Don Talk,5.2,Rap,2018-03-29,Stephen Kearse
Neil YoungPromise of the Real,Paradox (Original Music From the Film),6.0,Rock,2018-03-28,Stephen Thomas Erlewine
Various Artists,Isle of Dogs (Original Soundtrack),7.3,Not found,2018-03-28,Calum Marsh
Mark Pritchard,The Four Worlds,7.6,Electronic,2018-03-28,Ben Cardew
Trouble,Edgewood,7.8,Rap,2018-03-28,Jackson Howard
Miles DavisJohn Coltrane,"The Final Tour: The Bootleg Series, Vol. 6",8.3,Jazz,2018-03-27,Andy Beta
Chloe x Halle,The Kids Are Alright,7.6,Pop/R&B,2018-03-27,Briana Younger
The Maghreban,01DEAS,7.2,Electronic,2018-03-27,Philip Sherburne
Alice Bag,Blueprint,7.4,Rock,2018-03-27,Nina Corcoran
Diplo,California EP,7.4,Electronic,2018-03-26,Jonah Bromwich
Holger Czukay,Cinema,9.0,Experimental,2018-03-26,Daniel Martin-McCormick
Sunflower Bean,Twentytwo in Blue,6.4,Rock,2018-03-26,Ian Cohen
Shuta HasunumaU-zhaan,2 Tone,7.4,Experimental,2018-03-26,Steven Arroyo
The Kinks,Something Else,9.3,Rock,2018-03-25,Luc Sante
Tom Waits,Closing Time,8.7,Rock,2018-03-24,Stephen M. Deusner
Cavern of Anti-Matter,Hormone Lemonade,7.7,Rock,2018-03-24,Ben Cardew
Takecha,Deep Soundscapes,7.2,Electronic,2018-03-24,Jesse Weiss
Habibi,Cardamom Garden EP,6.8,Rock,2018-03-24,Vrinda Jagota
Jack White,Boarding House Reach,4.7,Rock,2018-03-23,Jayson Greene
Lolina,The Smoke,8.0,Experimental,2018-03-23,Sasha Geffen
Ursula K. Le GuinTodd Barton,Music and Poetry of the Kesh,8.3,Experimental,2018-03-23,Rebecca Bengal
Bonny Doon,Longwave,6.3,Rock,2018-03-23,Calum Marsh
Preoccupations,New Material,7.6,Rock,2018-03-22,Sasha Geffen
PRhyme,PRhyme 2,6.1,Rap,2018-03-22,Jonah Bromwich
Bishop Nehru,Elevators: Act I & II,6.2,Rap,2018-03-22,Dean Van Nguyen
Kash Doll,Brat Mail,6.1,Rap,2018-03-22,Brian Josephs
Rich Homie Quan,Rich as in Spirit,7.7,Rap,2018-03-21,Sheldon Pearce
Saweetie,High Maintenance EP,6.7,Rap,2018-03-21,Briana Younger
Caroline Says,No Fool Like an Old Fool,7.5,Folk/Country,2018-03-21,Jillian Mapes
Murs,A Strange Journey Into the Unimaginable,6.8,Rap,2018-03-21,Evan Rytlewski
Yo La Tengo,There’s a Riot Going On,7.6,Rock,2018-03-20,Eric Harvey
Gulfer,Dog Bless,7.4,Rock,2018-03-20,Ian Cohen
Hell to Pay,Bliss,7.2,Metal,2018-03-20,Andy O'Connor
George FitzGerald,All That Must Be,6.4,Electronic,2018-03-20,Philip Sherburne
The Decemberists,I’ll Be Your Girl,6.1,Rock,2018-03-19,Evan Rytlewski
Hot Snakes,Jericho Sirens,7.7,Rock,2018-03-19,Stuart Berman
Chuck Strangers,Consumers Park,7.4,Rap,2018-03-19,Dean Van Nguyen
Will Long,Long Trax 2,6.2,Electronic,2018-03-19,Andy Beta
Bruce Springsteen,Nebraska,10.0,Rock,2018-03-18,Mark Richardson
Meshell Ndegeocello,Ventriloquism,7.8,Pop/R&B,2018-03-17,Brad Nelson
Oneida,Romance,7.4,Rock,2018-03-17,Dale W Eisinger
Jeremih,The Chocolate Box EP,5.2,Pop/R&B,2018-03-17,Claire Lobenfeld
Killy,Surrender Your Soul,6.8,Rap,2018-03-17,Michelle Kim
Mount Eerie,Now Only,8.5,Rock,2018-03-16,Sam Sodomsky
The Neighbourhood,The Neighbourhood,4.7,Rock,2018-03-16,Ian Cohen
Young Fathers,Cocoa Sugar,7.3,Rap,2018-03-16,Sheldon Pearce
DungenWoods,Myths 003 EP,7.6,Rock,2018-03-16,Grayson Haver Currin
Essaie Pas,New Path,7.7,Electronic,2018-03-16,Max Mertens
03 Greedo,The Wolf of Grape Street,8.0,Rap,2018-03-15,Paul A. Thompson
Logic,Bobby Tarantino II,6.7,Rap,2018-03-15,Evan Rytlewski
Various Artists,Physically Sick 2,7.2,Not found,2018-03-15,Megan Buerger
Park Jiha,Communion,7.0,Jazz,2018-03-15,Natalie Weiner
Jonny Greenwood,You Were Never Really Here (Original Motion Picture Soundtrack),7.8,Experimental,2018-03-14,Philip Sherburne
Albert Hammond Jr.,Francis Trouble,7.2,Rock,2018-03-14,Jamieson Cox
August Greene,August Greene,6.5,Pop/R&B,2018-03-14,Phillip Mlynar
Caroline Rose,LONER,7.6,Rock,2018-03-14,Calum Marsh
Of Montreal,White Is Relic/Irrealis Mood,7.2,Rock,2018-03-13,Judy Berman
Smerz,Have fun EP,8.1,Pop/R&B,2018-03-13,Jamieson Cox
DJ Nigga Fox,Crânio EP,8.0,Electronic,2018-03-13,Philip Sherburne
CRZKNY,GVVVV,6.6,Electronic,2018-03-13,Patrick St. Michel
David Byrne,American Utopia,5.8,Rock,2018-03-12,Evan Rytlewski
Kraus,Path,7.3,Rock,2018-03-12,Ian Cohen
Mozzy,Spiritual Conversations EP,6.8,Rap,2018-03-12,Paul A. Thompson
Haley Heynderickx,I Need to Start a Garden,7.3,Folk/Country,2018-03-12,Olivia Horn 
8ULENTINA,Eucalyptus EP,7.5,Electronic,2018-03-12,Thea Ballard
Miles Davis,Get Up With It,9.6,Jazz,2018-03-11,Andy Beta
Moby,"Everything Was Beautiful, and Nothing Hurt",5.7,Electronic,2018-03-10,Sasha Geffen
Joan Baez,Whistle Down the Wind,7.4,Rock,2018-03-10,Stephen M. Deusner
Various Artists,Hunchin’ All Night,7.3,Not found,2018-03-10,Andy Beta
Nap Eyes,I’m Bad Now,7.6,Rock,2018-03-10,Stuart Berman
Lil Yachty,Lil Boat 2,5.8,Rap,2018-03-09,Sheldon Pearce
Ed Schrader’s Music Beat,Riddles,7.4,Rock,2018-03-09,Nina Corcoran
Ronny J,OMGRONNY,6.8,Rap,2018-03-09,Mehan Jayasuriya
Ilsa,Corpse Fortress,7.2,Metal,2018-03-09,Zoe Camp
Andrew W.K.,You’re Not Alone,6.6,Rock,2018-03-08,Steve Kandell
Valee,"GOOD Job, You Found Me EP",7.4,Rap,2018-03-08,Torii MacAdams
Lost Girls,Feeling EP,7.6,Experimental,2018-03-08,Jenn Pelly
Elucid,Shit Don’t Rhyme No More,7.7,Rap,2018-03-08,Paul A. Thompson
Tory Lanez,Memories Don’t Die,5.5,Rap,2018-03-07,Sheldon Pearce
Camp Cope,How to Socialise & Make Friends,7.8,Rock,2018-03-07,Melissa Giannini
Roc Marciano,RR2: The Bitter Dose,8.0,Rap,2018-03-07,Phillip Mlynar
P. Adrix,Álbum Desconhecido,7.4,Electronic,2018-03-07,Megan Buerger
Titus Andronicus,A Productive Cough,5.9,Rock,2018-03-06,Evan Rytlewski
Lucy Dacus,Historian,8.1,Rock,2018-03-06,Sasha Geffen
Seun Kuti & Egypt 80,Black Times,7.6,Jazz,2018-03-06,Phillip Mlynar
Keiji HainoSumac,"American Dollar Bill - Keep Facing Sideways, You’re Too Hideous to Look At Face on",7.3,ExperimentalMetal,2018-03-06,Andy O'Connor
Soccer Mommy,Clean,8.4,Rock,2018-03-05,Jenn Pelly
E Ruscha V,Who Are You,7.7,Electronic,2018-03-05,Philip Sherburne
The Men,Drift,6.6,Rock,2018-03-05,Stuart Berman
DJ Taye ,Still Trippin’,7.8,Electronic,2018-03-05,Meaghan Garvey
Tracey Thorn,Record,8.0,Pop/R&B,2018-03-05,Laura Snapes
Scarface,The Diary,9.3,Rap,2018-03-04,Hanif Abdurraqib
Spacemen 3,Dreamweapon,6.6,Experimental,2018-03-03,Michael Hann
Peggy Gou,Once EP,7.7,Electronic,2018-03-03,Philip Sherburne
Suuns,Felt,7.4,Rock,2018-03-03,Ryan Burleson
Dedekind Cut,Tahoe,7.2,Experimental,2018-03-03,Andy Beta
The Breeders,All Nerve,7.1,Rock,2018-03-02,Maura Johnston
Superorganism ,Superorganism,7.8,Pop/R&B,2018-03-02,Ben Cardew
Charlotte Day Wilson,Stone Woman EP,6.7,Pop/R&B,2018-03-02,Jay Balfour
Various Artists,Hexadic III,7.6,Not found,2018-03-02,Grayson Haver Currin
A.A.L (Against All Logic) ,2012 - 2017,8.8,Electronic,2018-03-01,Andrew Gaerig
Bad Gyal,Worldwide Angel,6.2,Pop/R&B,2018-03-01,Philip Sherburne
Towkio,WWW.,5.8,Rap,2018-03-01,Jonah Bromwich
The Lovely Eggs,This Is Eggland,7.0,Rock,2018-03-01,Katherine St. Asaph
Turnstile,Time & Space,5.4,Rock,2018-02-28,Sam Lefebvre
Vundabar,Smell Smoke,7.5,Rock,2018-02-28,Margaret Farrell
FRIGS,Basic Behaviour,6.7,Rock,2018-02-28,Madison Bloom
Joji,In Tongues EP,5.2,Pop/R&B,2018-02-28,Michelle Kim
Laurie AndersonKronos Quartet,Landfall,7.7,Experimental,2018-02-27,Jenn Pelly
S. Carey,Hundred Acres,6.4,Rock,2018-02-27,Ryan Burleson
Ryuichi Sakamoto,async remodels,6.3,Experimental,2018-02-27,Daniel Martin-McCormick
Dabrye,Three/Three,7.0,Rap,2018-02-27,Max Mertens
SOB X RBE,Gangin,8.3,Rap,2018-02-26,Paul A. Thompson
John B. McLemore,Witness Marks: The Works of John B. McLemore,6.8,Electronic,2018-02-26,Kevin Lozano
Lo Moon,Lo Moon,5.0,Rock,2018-02-26,Ian Cohen
Black Milk,FEVER,7.4,Rap,2018-02-26,Jay Balfour
Starchild & the New Romantic,Language,7.2,Pop/R&B,2018-02-26,Matthew Ismael Ruiz
Sublime,40oz. to Freedom,5.6,Rock,2018-02-25,Evan Rytlewski
Nipsey Hussle,Victory Lap,7.8,Rap,2018-02-24,Sheldon Pearce
Hailu Mergia,Lala Belu,8.0,Global,2018-02-24,Jazz Monroe
Johanna Warren,Gemini II,7.0,Folk/Country,2018-02-24,Sam Sodomsky
Joey Dosik,Game Winner EP,6.3,Pop/R&B,2018-02-24,Jay Balfour
Digable Planets,Reachin’ (A New Refutation of Time and Space),8.7,Rap,2018-02-23,Sheldon Pearce
Screaming Females,All at Once,8.0,Rock,2018-02-23,Brad Shoup
Moneybagg Yo,2 Heartless,7.2,Rap,2018-02-23,Jackson Howard
Tyga,Kyoto,3.3,Rap,2018-02-23,Torii MacAdams
Ludwig Göransson,Black Panther (Original Score),7.6,Experimental,2018-02-22,Brian Josephs
Kodak Black,Heart Break Kodak,5.0,Rap,2018-02-22,Briana Younger
Loma,Loma,7.8,Rock,2018-02-22,Sasha Geffen
American Nightmare,American Nightmare,7.3,MetalRock,2018-02-22,Luke O'Neil
Superchunk,What a Time to Be Alive,8.1,Rock,2018-02-21,Steve Kandell
Belle and Sebastian,"How to Solve Our Human Problems, Pt. 3",7.2,Rock,2018-02-21,Stuart Berman
Everything Is Recorded,Everything Is Recorded by Richard Russell,7.2,Electronic,2018-02-21,Andy Beta
Wild Beasts,Last Night All My Dreams Came True,6.6,Rock,2018-02-21,Sam Sodomsky
U.S. Girls,In a Poem Unlimited,8.6,Pop/R&B,2018-02-20,Jonah Bromwich
Mach-Hommy,Bulletproof Luh,7.4,Rap,2018-02-20,Sheldon Pearce
Ride,Tomorrow’s Shore EP,7.0,Rock,2018-02-20,Stuart Berman
Rejjie Snow,Dear Annie,5.5,Rap,2018-02-20,Karas Lamb
Ought,Room Inside the World,7.1,Rock,2018-02-19,Jenn Pelly
American Pleasure Club,A Whole Fucking Lifetime of This,7.9,Rock,2018-02-19,Jonah Bromwich
Belle and Sebastian,The Boy With the Arab Strap,8.5,Rock,2018-02-18,Scott Plagenhoef
Sonny Rollins,Way Out West,8.8,Jazz,2018-02-17,Natalie Weiner
Fischerspooner,Sir,5.8,Electronic,2018-02-17,Sean T. Collins
Brandi Carlile,"By the Way, I Forgive You",6.9,Folk/Country,2018-02-17,Alfred Soto
Mark Renner,Few Traces,7.7,Experimental,2018-02-17,Erin Osmon
Car Seat Headrest,Twin Fantasy,8.6,Rock,2018-02-16,Mark Richardson
Son Lux,Brighter Wounds,7.3,Rock,2018-02-16,Sasha Geffen
Pianos Become the Teeth,Wait for Love,7.7,Rock,2018-02-16,Ian Cohen
Alva NotoRyuichi Sakamoto,Glass,7.5,ElectronicExperimental,2018-02-16,Andy Beta
Songs: Ohia,Travels in Constants EP,8.0,Rock,2018-02-15,Erin Osmon
Zaki Ibrahim,The Secret Life of Planets,7.8,Pop/R&B,2018-02-15,Anupa Mistry
Cozz,Effected,6.8,Rap,2018-02-15,Jackson Howard
Ashtar Lavanda,Unsolved Mysteries,7.1,Electronic,2018-02-15,Rachel Hahn
2 Chainz,The Play Don’t Care Who Makes It EP,7.5,Rap,2018-02-14,Briana Younger
Hovvdy,Cranberry,7.5,Rock,2018-02-14,Sasha Geffen
Holy Motors,Slow Sundown,6.1,Rock,2018-02-14,Steven Arroyo
Poliças t a r g a z e,Music for the Long Emergency,5.2,RockJazz,2018-02-14,Olivia Horn 
Ravyn Lenae,Crush EP,7.9,Pop/R&B,2018-02-13,Claire Lobenfeld
High Rise,High Rise II,8.4,Rock,2018-02-13,Patrick St. Michel
Anenon,Tongue,7.5,Electronic,2018-02-13,Will Schube
Genocide Pact,Order of Torment,7.3,Metal,2018-02-13,Andy O'Connor
Various Artists,Black Panther The Album,7.5,Not found,2018-02-12,Sheldon Pearce
Ezra Furman,Transangelic Exodus,7.4,Rock,2018-02-12,Sasha Geffen
Audio Push,Cloud 909,5.9,Rap,2018-02-12,Jonah Bromwich
SHIRT,Pure Beauty,6.3,Rap,2018-02-12,Phillip Mlynar
John Tejada,Dead Start Program,6.5,Electronic,2018-02-12,Alexander Iadarola
OutKast,Stankonia,9.5,Rap,2018-02-11,kris ex
Dashboard Confessional,Crooked Shadows,4.7,Rock,2018-02-10,Marc Hogan
Susanna,Go Dig My Grave,6.0,Electronic,2018-02-10,Ben Cardew
Harm’s Way,Posthuman,6.8,Metal,2018-02-10,Andy O'Connor
Mija ,How to Measure the Distance Between Lovers EP,7.0,Electronic,2018-02-10,Nathan Reese
MGMT,Little Dark Age,7.0,Rock,2018-02-09,Philip Sherburne
Palm,Rock Island,6.8,Rock,2018-02-09,Calum Marsh
Brigid Mae Power,The Two Worlds,7.4,Folk/Country,2018-02-09,Sam Sodomsky
Gunna,Drip Season 3,5.2,Rap,2018-02-09,Evan Rytlewski
